epoch,accuracy,loss,val_accuracy,val_loss
51,0.9243999719619751,0.15773935616016388,0.9194666743278503,0.1710636019706726
52,0.9244714379310608,0.15942776203155518,0.9277333617210388,0.15378732979297638
53,0.921914279460907,0.16298097372055054,0.9240000247955322,0.16351613402366638
54,0.9253000020980835,0.1575828194618225,0.9261000156402588,0.15683548152446747
55,0.9280714392662048,0.15121939778327942,0.9240333437919617,0.15920013189315796
56,0.9253143072128296,0.1566188931465149,0.9143666625022888,0.1796547919511795
57,0.9284714460372925,0.1513335257768631,0.9322666525840759,0.1450021117925644
58,0.928514301776886,0.14946994185447693,0.9283999800682068,0.1535213142633438
59,0.9301142692565918,0.14635086059570312,0.9320999979972839,0.14440858364105225
60,0.9293714165687561,0.14877361059188843,0.9278666377067566,0.1512364000082016
61,0.9288428425788879,0.14860935509204865,0.9339666962623596,0.13983982801437378
62,0.9291285872459412,0.1478598564863205,0.9322333335876465,0.14666767418384552
63,0.9311000108718872,0.14552539587020874,0.9323999881744385,0.14425428211688995
64,0.9286999702453613,0.14924678206443787,0.930400013923645,0.14614439010620117
65,0.9313285946846008,0.1444835215806961,0.9279000163078308,0.1514279842376709
66,0.9291142821311951,0.15007418394088745,0.930899977684021,0.1460723727941513
67,0.932871401309967,0.14053699374198914,0.9315666556358337,0.14372892677783966
68,0.9324142932891846,0.14147236943244934,0.9317333102226257,0.14279811084270477
69,0.9299142956733704,0.1445208638906479,0.9255666732788086,0.15549029409885406
70,0.9303428530693054,0.14732740819454193,0.923966646194458,0.1596240997314453
71,0.9333571195602417,0.13900481164455414,0.9376000165939331,0.13211046159267426
72,0.9331571459770203,0.13859562575817108,0.937666654586792,0.13215461373329163
73,0.9335428476333618,0.13947761058807373,0.935699999332428,0.13766390085220337
74,0.9330428838729858,0.1403980702161789,0.9315000176429749,0.1421753317117691
75,0.933985710144043,0.13585638999938965,0.9385333061218262,0.1314765214920044
76,0.9335428476333618,0.14005649089813232,0.9387666583061218,0.132417231798172
77,0.9325428605079651,0.1396683007478714,0.9395999908447266,0.12906776368618011
78,0.9370142817497253,0.13236676156520844,0.9282666444778442,0.1472359448671341
79,0.9351285696029663,0.13603287935256958,0.9345666766166687,0.13315872848033905
80,0.9374856948852539,0.13275723159313202,0.940833330154419,0.12715521454811096
81,0.9364428520202637,0.13385912775993347,0.9337999820709229,0.13845016062259674
82,0.9306142926216125,0.14505654573440552,0.9317333102226257,0.1436067521572113
83,0.9371285438537598,0.1320587545633316,0.9379333257675171,0.1287045031785965
84,0.9403142929077148,0.12614911794662476,0.9387333393096924,0.13154667615890503
85,0.930899977684021,0.14564526081085205,0.938966691493988,0.12980003654956818
86,0.9345285892486572,0.13542620837688446,0.9385666847229004,0.13168157637119293
87,0.9372285604476929,0.1309821754693985,0.9356666803359985,0.1317891925573349
88,0.9392428398132324,0.12952764332294464,0.9377666711807251,0.1273157298564911
89,0.9333999752998352,0.13753081858158112,0.9267333149909973,0.15497007966041565
90,0.9328285455703735,0.13861985504627228,0.9314333200454712,0.14098253846168518
